2.6;965.4057496
2.61;918.2787213
2.62;873.5542473
2.63;827.7209021
2.64;780.0394381
2.65;712.0286678
2.66;673.2181739
2.67;691.6993615
2.68;704.8210047
2.69;723.3021922
2.7;723.671816
2.71;887.3535341
2.72;928.8129982
2.73;887.9695736
2.74;845.6476541
2.75;830.862704
2.76;844.3539709
2.77;884.0885242
2.78;950.0663639
2.79;995.5300854
2.8;1007.173234
2.81;969.1019871
2.82;968.3627396
2.83;987.3983629
2.84;1010.684659
2.85;1023.806302
2.86;1042.28749
2.87;1045.24448
2.88;1040.439371
2.89;994.4212141
2.9;939.3472751
2.91;876.8808611
2.92;829.9386446
2.93;782.2571806
2.94;753.2417161
2.95;750.469538
2.96;711.3818263
2.97;696.874094
2.98;696.874094
2.99;696.874094
3;696.874094
3.01;702.6032622
3.02;737.3478948
3.03;782.2571806
3.04;815.1536946
3.05;804.064982
3.06;804.064982
3.07;810.5333977
3.08;829.0145852
3.09;830.862704
3.1;827.905714
3.11;809.4245264
3.12;818.6651202
3.13;830.862704
3.14;829.0145852
3.15;800.9231801
3.16;753.2417161
3.17;725.3351229
3.18;740.4896967
3.19;788.7255963
3.2;857.4756141
3.21;884.0885242
3.22;877.065673
3.23;858.5844854
3.24;864.4984654
3.25;882.979653
3.26;896.1012962
3.27;928.9978101
3.28;951.5448589
3.29;975.3855909
3.3;1017.522699
3.31;1064.464915
3.32;1107.526082
3.33;1125.637646
3.34;1112.700815
3.35;1046.538163
3.36;994.0515904
3.37;991.649036
3.38;965.4057496
3.39;918.2787213
3.4;873.5542473
3.41;827.7209021
3.42;780.0394381
3.43;712.0286678
3.44;673.2181739
3.45;691.6993615
3.46;704.8210047
3.47;723.3021922
3.48;723.671816
3.49;887.3535341
3.5;928.8129982
3.51;887.9695736
3.52;845.6476541
3.53;830.862704
3.54;844.3539709
3.55;884.0885242
3.56;950.0663639
3.57;995.5300854
3.58;1007.173234
3.59;969.1019871
3.6;968.3627396
3.61;987.3983629
3.62;1010.684659
3.63;1023.806302
3.64;1042.28749
3.65;1045.24448
3.66;1040.439371
3.67;994.4212141
3.68;939.3472751
3.69;876.8808611
3.7;829.9386446
3.71;782.2571806
3.72;753.2417161
3.73;750.469538
3.74;711.3818263
3.75;696.874094
3.76;696.874094
3.77;696.874094
3.78;696.874094
3.79;702.6032622
3.8;737.3478948
3.81;782.2571806
3.82;815.1536946
3.83;804.064982
3.84;804.064982
3.85;810.5333977
3.86;829.0145852
3.87;830.862704
3.88;827.905714
3.89;809.4245264
